51.56592803031267,-0.1568420533522885,wp1_start,3
51.56844422590535,-0.1605436259865256,wp2,1
51.56760585850211,-0.1628472621488619,wp3,1
51.56605860437885,-0.1654304576428822,wp4_wilderness,2
51.56533792133873,-0.1694425682972678,wp5_bench,7
51.5652668616247,-0.1732243538888012,wp6,
51.56477531361069,-0.1747794558071991,wp7_deepvalley,
51.56460100645187,-0.1774986647071275,wp8,
51.56589891562839,-0.1771281079097609,wp9_crossing1,1
51.5670796453403,-0.1781179115096831,wp10_twotreehill,7
51.56859779686342,-0.1778099978720959,wp11,
51.56825099712005,-0.1796321812405099,wp12,
51.56716210227259,-0.179375085663922,wp13,
51.56526540823211,-0.180660000180618,wp14_crossing2,1
51.56726848336064,-0.1843400380602556,wp15,1
51.56530479971767,-0.1887984314951319,wp16_muttonlake,2
51.56291962508745,-0.1900742812649747,wp17,1
51.56246763929614,-0.1843271518584699,wp18_clearing,1
51.56213982567319,-0.1799590658229921,wp19_rabbitnoll,1
51.56190386037225,-0.178025729977056,wp20,1
51.56190938346395,-0.1739246258616101,wp21_fishlake,8
51.56261100146557,-0.1700792460955802,wp22_bridgelake,1
51.56325742345818,-0.1637154912630756,wp23_bronzemound,11
51.56585198064656,-0.1568042424613503,wp24_home,3
